external_parent_id,chunk_id,chunk_index,queue_category,vertical,interaction_type,issue_type,escalation,answer_status,question_en,question_ar,has_embedding,chunk_text
1530,0f0c9fa35af45e58805f012610635533,0,halan,CF,Inquiry,Technical Issue,No,ok,Inquiry about Home Decor and architecture Loan (Halan),ما هي خدمة تمويل التشطيبات,yes,"Vertical: CF | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Inquiry about Home Decor and architecture Loan (Halan)
Question AR: ما هي خدمة تمويل التشطيبات

Script:
ما هى خدمة تمويل التشطيبات ؟
Halan <- Inquiry <- Inquiry about Home Decor and architecture Loan
-Escalation: No
الخدمة غير متوفرة حاليا"
1531,647c6f6b37f252bd88b5f19fd7ecf14b,0,halan,CF,Inquiry,Technical Issue,No,ok,Inquiry about Home furniture (Halan),عميل يستفسر عن برنامج فرش المنزل,yes,"Vertical: CF | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Inquiry about Home furniture (Halan)
Question AR: عميل يستفسر عن برنامج فرش المنزل

Script:
عميل يستفسر عن برنامج فرش المنزل؟
Halan <- Inquiry <- Inquiry about Home furniture
-Escalation: No
الخدمة غير متوفرة حاليا"
1532,b6531e8a14d9567088d2df555a62c28a,0,halan,CF,Inquiry,Technical Issue,No,ok,Inquiry about Solar Energy Finance,عميل يستفسر عن برنامج الالواح الشمسية,yes,"Vertical: CF | Type: Inquiry | Issue: Technical Issue | Escalation: No

Question EN: Inquiry about Solar Energy Finance
Question AR: عميل يستفسر عن برنامج الالواح الشمسية

Script:
عميل يستفسر عن برنامج الالواح الشمسية؟
Halan <- Inquiry <- Inquiry about Solar Energy Finance
Escalation: No
الخدمة غير متوفرة حاليا"
1533,37203f8f2f315daf8753dc6f70363b54,0,halan,General,Complain,Technical Issue,Yes,ok,Escalation process,شكوى ضد موظف + طلب التحدث مع مدير,yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Escalation process
Question AR: شكوى ضد موظف + طلب التحدث مع مدير

Script:
شكوى ضد موظف + طلب التحدث مع مدير
في حالة أن العميل:
يشتكي من موظف فرع أو قسم التحصيل.
يوجد تطاول، ألفاظ غير لائقة، أو طلب رشوة او ماشابه ذلك ويطلب التحدث مع . مدير
الإجراء المطلوب:
On Spotإبلاغ التيم ليدر الموجود ويتواصل مع العميل فورا .
(Complaint Against Staff تسجيل الشكوى الأساسية)."
1534,4b6347f2484c5d94bebc4db3ce461ed7,0,halan,General,Complain,Technical Issue,Yes,ok,Escalation process,شكوى ضد موظف بدون طلب مدير,yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Escalation process
Question AR: شكوى ضد موظف بدون طلب مدير

Script:
شكوى ضد موظف بدون
طلب مدير
في حالة أن العميل: لديه شكوى ضد موظف فرع أو قسم التحصيل. يوجد تطاول، ألفاظ غير لائقة، أو طلب رشوة او ماشابه ذلك . والعميل لم يطلب التحدث مع مدير.
الإجراء المطلوب:
(Complaint Against Staffتسجيل شكوى ضد موظف ).
تزويد العميل برقم الشكوى.
إبلاغ التيم ليدر بالحالة وارسال رقم التيكت لليدر المتاح ."
1535,abda9282be35518faaaab0bd8705a7b2,0,halan,General,Complain,Technical Issue,Yes,ok,Escalation process,Normal Escalation,yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Escalation process
Question AR: Normal Escalation

Script:
Normal Escalation
في حالة أن العميل يطلب التحدث مع مدير: الخطوات: فهم مشكلة العميل ومحاولة المساعدة.1 في حال إصرار العميل :. 2
(Escalation Ticket تسجيل) .1 إبلاغ العميل أن المدير سيتواصل معه خلال ساعة واحدة .2
إذا رفض العميل الانتظار : .3
( إبلاغ التيم ليدر للتواصل مع العميل فورًا ونعمل تيكت الاسكليشن ) .1"
1536,3bb46843b700520383fe3133ed38ddac,0,halan,General,Complain,Technical Issue,Yes,ok,Escalation process,Urgent complains,yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Escalation process
Question AR: Urgent complains

Script:
Urgent complains
إذا ذكر العميل أنه سيقوم بالشكوى إلى:
جهاز حماية المستهلك
الهيئة العامة للرقابة المالية المقر الرئيسي للشركة (مول العرب) رئاسة مجلس الوزراء وسائل التواصل الاجتماعي لو دخل اى حد بيقول انه تابع بأى جهه رقابيه وطالب التواصل مع حد من ادارة حالا الإجراء الفوري:
إبلاغ التيم ليدر فورًا دون تأخير ونقدم طلب للمدير يتابع العميل
التعامل مع الحالة بهدوء واحترافية
محاولة احتواء الموقف ومساعدة العميل"
1537,33aefd7e82ea5944a8cede5cc34a4982,0,halan,General,Complain,Technical Issue,Yes,ok,Escalation process,Delayed tickets,yes,"Vertical: General | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Escalation process
Question AR: Delayed tickets

Script:
Delayed tickets : تأخير طلب وتخطى مدة العمل
أى مكالمه ياشباب العميل داخل بيسأل عالتيكت بتاعته ولقينا انها تخطت المهله فالحالة دى بنقدم تيكت جديده وبختار
Delayed Ticket وبنبلغ العميل عملنا استعجال لطلبه ومشكلته هتتحل ف أقرب وقت
Escalation needed? *
Yes
No
Delayed Ticket
Collection Call - Customer Received a call from collection team to collect Installment?
Yes
O No
Existing Ticket Number*"
1545,b2c563a0ac225d44a04df1ca8b50d6b1,0,halan,Commerce,Request,Technical Issue,Yes,ok,Cancel purchased request (Halan),عميل يريد الغاء طلب الشراء و استرداد قيمة الطلب(و لم يتم التسليم) (Halan),yes,"Vertical: Commerce | Type: Request | Issue: Technical Issue | Escalation: Yes

Question EN: Cancel purchased request (Halan)
Question AR: عميل يريد الغاء طلب الشراء و استرداد قيمة الطلب(و لم يتم التسليم) (Halan)

Script:
عميل يريد الغاء طلب الشراء و استرداد قيمة الطلب (ولم يتم التسليم) :
- Commerce -> Request -> Cancel purchased request {CF / Cash }
- Commerce -> Request -> Cancel purchased request and return the amount to the wallet
Commerce -> Request -> Cancel Purchased from credit card (Not From CF)
- Escalation :Yes
مشتري من التاجر
ممكن اعرف من حضرتك ايه سبب الالقاء؟
مشتري من التطبيق
جـ
Purchased
Cash
هتقدم لحضرتك طلب وهيتم الغاء الطلب خلال يومين عمل
Proceed W/D
هتقدم لحضرتك طلب وهيتم الغاء الطلب و استرجاع الليمت في خلال 48 ساعة عمل
Purchased
CF
Proceed W/D
هتقدم لحضرتك طلب وهيتم الغاء الطلب خلال يومين عمل
هتقدم لحضرتك طلب وهيتم الغاء الطلب في خلال 24 ساعة عمل
هتقدم لحضرتك طلب وهيتم الغاء الطلب خلال يومين عمل
هيتم تقديم طلب الاسترجاع المبلغ خلال يومين عمل والمبلغ هيترد على الحساب في خلال 14 يوم عمل
هيتم تقديم طلب لاسترجاع المبلغ خلال يومين عمل و المبلغ هيترد علي الحساب في خلال 14 يوم عمل
Purchased
هتقدم لحضرتك طلب وهيتم الغاء الطلب خلال يومين عمل
هتقدم لحضرتك طلب وهيتم الغاء الطلب خلال يومين عمل
ملاحظات هامة:
لازم لما تكتسل تضيف رقم التيكت فى order notes
فى حاله أن العميل دفع أى أقساط ضرورة كتابة التفاصيل فى التيكت مع ذكر تم الدفع من خلال أيه.
في حالة ان العميل مصمم على طلبه: استاذن حضرتك بالرجوع للتاجر لمساعدة حضرتك.
Purchased
Wallet
Proceed W/D
Purchased
Credit Card/ Apple Pay
Proceed W/D
Halan Card
Proceed W/D
هتقدم لحضرتك طلب وهيتم الغاء الطلب في خلال 24 ساعة"
1546,a3658b976ef453658f8d3fa6935ea993,0,halan,CF,Complain,Non-Technical Issue,Yes,ok,limit reflect on I-Score after closing (Halan),عميل يشكوا ان قرض حالا موجود في I-Score بعد السداد و اغلاق الحد الائتماني,yes,"Vertical: CF | Type: Complain | Issue: Non-Technical Issue | Escalation: Yes

Question EN: limit reflect on I-Score after closing (Halan)
Question AR: عميل يشكوا ان قرض حالا موجود في I-Score بعد السداد و اغلاق الحد الائتماني

Script:
عميل يشكوا ان قرض حالا موجود فى I-Score بعد السداد واغلاق الحد الائتماني:
CF -> complaint -> non tech ->limit reflect on I-Score after closing
Escalation: Yes
لازم نوضح للعميل ان الچIscor بیتم تحديثه کل اول شهر .. بمعني لو عميل قفل رصيد التقسيط بتاعه يوم 15-11 بنحدث الiscore يوم 1-12 .. وفي حالة عدم إغلاق الليمت في ال iscore أول الشهر .. acate
بنعتذر للعمیل و بنوضحله انه هیتم تقدیم شکوي و سیتم الرد علي الطلب خلال 48 ساعة عمل لازم ناخد من العميل (الاسم رباعي - رقم البطاقة - رقم الموبايل)"
1547,55452835c29a5144864e694aff4db8df,0,halan,CF,Complain,Technical Issue,Yes,ok,Unable to request a CF limit due to gold limit,في حالة شكوي العميل انه مش قادر يقدم علي حد ائتماني بسبب ليميت حالا جولد,yes,"Vertical: CF | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Unable to request a CF limit due to gold limit
Question AR: في حالة شكوي العميل انه مش قادر يقدم علي حد ائتماني بسبب ليميت حالا جولد

Script:
فى حالة شكوى العميل انه مش قادر يقدم على حد ائتمانى بسبب ليميت حالا جولد:
CF->Complaint->Technical issue ->Unable to request a CF limit due to gold limit
هنعتذر للعميل وهنسأله عن محافظته
لو من محافظات ال Instant approval
القاهرة - الجيزة - القليوبية- (الاسكندرية - بنوجه لسيركل فقط) -الدقهلية (المنصورة)-اسيوط - دمياط-
الاسماعيلية
المنيا- سوهاج - قنا - الغربية - المنوفية - كفر الشيخ- الدقهليه (المنصورة فقط) - الشرقية (العاشر فقط)
هنوجه العميل للتقديم من خلال اقرب فرع و هنوضحله العنوان و مواعيد العمل
Escalation : No
هنوضح للعميل اننا هنقدمله الطلب من خلالنا وهيتم التواصل معه خلال يومين عمل عمل لتأکید البيانات.
Escalation : Yes
باقي المحافظات"
1548,9d5764f4727a54d0bc3b78cb71917443,0,halan,CF,Request,Technical Issue,Yes,ok,Remove legal actions after payment (Halan),عميل يطلب تواصل مع الشؤون القانونية للتنازل عن الاجراء القانوني (بعد دفع الاقساط و المتأخرات),yes,"Vertical: CF | Type: Request | Issue: Technical Issue | Escalation: Yes

Question EN: Remove legal actions after payment (Halan)
Question AR: عميل يطلب تواصل مع الشؤون القانونية للتنازل عن الاجراء القانوني (بعد دفع الاقساط و المتأخرات)

Script:
عميل يطلب تواصل مع الشؤون القانونية للتنازل عن الاجراء القانوني (بعد دفع الاقساط والمتأخرات) :
CF->Request-> Remove legal actions after payment
Escalation: Yes
لو العميل متكود في فرع ""مشروعياتساهيل"" : بنوضحله يرجع للفرع وهناك هيقدروا يساعدوه.
لو Credit Scoring :
- لازم نتأكد من CRM ان الاقساط مدفوعه ومفيش اي متأخرات علي العميل .. ولازم نوضح في التيكت :
1. العميل دفع كل الاقساط المتأخرة ومش مستحق عليه اي اقساط ( دفع المستحق لكن مقفلش المعاملات). 2. العميل دفع كل الاقساط (وقفل المعاملات كلها).
و سیتم الرد خلال 5 ایام عمل"
